sample,100000,length,12898                                                                        
Time(ns),Vol(V)
05120000.000000,0.000577
05130000.000000,0.000577
05140000.000000,0.000577
05150000.000000,0.000577
05160000.000000,0.047423
05170000.000000,0.000577
05180000.000000,0.000577
05190000.000000,0.000577
05200000.000000,0.000577
05210000.000000,0.000577
05220000.000000,0.000577
05230000.000000,0.000577
05240000.000000,0.000577
05250000.000000,0.000577
05260000.000000,0.000577
05270000.000000,0.000577
05280000.000000,0.000577
05290000.000000,0.000577
05300000.000000,0.000577
05310000.000000,0.000577
05320000.000000,0.000577
05330000.000000,0.000577
05340000.000000,0.000577
05350000.000000,0.000577
05360000.000000,0.000577
05370000.000000,0.000577
05380000.000000,0.000577
05390000.000000,0.000577
05400000.000000,0.000577
05410000.000000,0.000577
05420000.000000,0.000577
05430000.000000,0.000577
05440000.000000,0.000577
05450000.000000,0.000577
05460000.000000,0.000577
05470000.000000,0.000577
05480000.000000,0.000577
05490000.000000,0.000577
05500000.000000,0.000577
05510000.000000,0.000577
05520000.000000,0.000577
05530000.000000,0.000577
05540000.000000,0.000577
05550000.000000,0.000577
05560000.000000,0.000577
05570000.000000,0.000577
05580000.000000,0.000577
05590000.000000,0.000577
05600000.000000,0.000577
05610000.000000,0.000577
05620000.000000,0.000577
05630000.000000,0.000577
05640000.000000,0.000577
05650000.000000,0.000577
05660000.000000,0.000577
05670000.000000,0.000577
05680000.000000,0.000577
05690000.000000,0.000577
05700000.000000,0.000577
05710000.000000,0.000577
05720000.000000,0.000577
05730000.000000,0.000577
05740000.000000,0.000577
05750000.000000,0.000577
05760000.000000,0.000577
05770000.000000,0.000577
05780000.000000,0.000577
05790000.000000,0.000577
05800000.000000,0.000577
05810000.000000,0.000577
05820000.000000,0.000577
05830000.000000,0.000577
05840000.000000,0.000577
05850000.000000,0.000577
05860000.000000,0.000577
05870000.000000,0.000577
05880000.000000,0.000577
05890000.000000,0.000577
05900000.000000,0.000577
05910000.000000,0.000577
05920000.000000,0.000577
05930000.000000,0.000577
05940000.000000,0.000577
05950000.000000,0.000577
05960000.000000,0.000577
05970000.000000,0.000577
05980000.000000,0.000577
05990000.000000,0.000577
06000000.000000,0.000577
06010000.000000,0.000577
06020000.000000,0.000577
06030000.000000,0.000577
06040000.000000,0.000577
06050000.000000,0.000577
06060000.000000,0.000577
06070000.000000,0.000577
06080000.000000,0.000577
06090000.000000,0.000577
06100000.000000,0.000577
06110000.000000,0.000577
06120000.000000,0.000577
06130000.000000,0.000577
06140000.000000,0.000577
06150000.000000,0.000577
06160000.000000,0.000577
06170000.000000,0.000577
06180000.000000,0.000577
06190000.000000,0.000577
06200000.000000,0.000577
06210000.000000,0.000577
06220000.000000,0.000577
06230000.000000,0.000577
06240000.000000,0.000577
06250000.000000,0.000577
06260000.000000,0.000577
06270000.000000,0.000577
06280000.000000,0.000577
06290000.000000,0.000577
06300000.000000,0.000577
06310000.000000,0.000577
06320000.000000,0.000577
06330000.000000,0.000577
06340000.000000,0.000577
06350000.000000,0.000577
06360000.000000,0.000577
06370000.000000,0.000577
06380000.000000,0.000577
06390000.000000,0.000577
06400000.000000,0.000577
06410000.000000,0.000577
06420000.000000,0.000577
06430000.000000,0.000577
06440000.000000,0.000577
06450000.000000,0.000577
06460000.000000,0.000577
06470000.000000,0.000577
06480000.000000,0.000577
06490000.000000,0.000577
06500000.000000,0.000577
06510000.000000,0.000577
06520000.000000,0.000577
06530000.000000,0.000577
06540000.000000,0.000577
06550000.000000,0.000577
06560000.000000,0.000577
06570000.000000,0.000577
06580000.000000,0.000577
06590000.000000,0.000577
06600000.000000,0.000577
06610000.000000,0.000577
06620000.000000,0.000577
06630000.000000,0.000577
06640000.000000,0.000577
06650000.000000,0.000577
06660000.000000,0.000577
06670000.000000,0.000577
06680000.000000,0.000577
06690000.000000,0.000577
06700000.000000,0.000577
06710000.000000,0.000577
06720000.000000,0.000577
06730000.000000,0.000577
06740000.000000,0.000577
06750000.000000,0.000577
06760000.000000,0.000577
06770000.000000,0.000577
06780000.000000,0.000577
06790000.000000,0.000577
06800000.000000,0.000577
06810000.000000,0.000577
06820000.000000,0.000577
06830000.000000,0.000577
06840000.000000,0.000577
06850000.000000,0.000577
06860000.000000,0.000577
06870000.000000,0.000577
06880000.000000,0.000577
06890000.000000,0.000577
06900000.000000,0.000577
06910000.000000,0.000577
06920000.000000,0.000577
06930000.000000,0.000577
06940000.000000,0.000577
06950000.000000,0.000577
06960000.000000,0.000577
06970000.000000,0.000577
06980000.000000,0.000577
06990000.000000,0.000577
07000000.000000,0.000577
07010000.000000,0.000577
07020000.000000,0.000577
07030000.000000,0.000577
07040000.000000,0.000577
07050000.000000,0.000577
07060000.000000,0.000577
07070000.000000,0.000577
07080000.000000,0.000577
07090000.000000,0.000577
07100000.000000,0.000577
07110000.000000,0.000577
07120000.000000,0.000577
07130000.000000,0.000577
07140000.000000,0.000577
07150000.000000,0.000577
07160000.000000,0.000577
07170000.000000,0.000577
07180000.000000,0.000577
07190000.000000,0.000577
07200000.000000,0.000577
07210000.000000,0.000577
07220000.000000,0.000577
07230000.000000,0.000577
07240000.000000,0.000577
07250000.000000,0.000577
07260000.000000,0.000577
07270000.000000,0.000577
07280000.000000,0.000577
07290000.000000,0.000577
07300000.000000,0.000577
07310000.000000,0.000577
07320000.000000,0.000577
07330000.000000,0.000577
07340000.000000,0.000577
07350000.000000,0.000577
07360000.000000,0.000577
07370000.000000,0.000577
07380000.000000,0.000577
07390000.000000,0.000577
07400000.000000,0.000577
07410000.000000,0.000577
07420000.000000,0.000577
07430000.000000,0.000577
07440000.000000,0.000577
07450000.000000,0.000577
07460000.000000,0.000577
07470000.000000,0.047423
07480000.000000,0.000577
07490000.000000,0.000577
07500000.000000,0.000577
07510000.000000,0.000577
07520000.000000,0.000577
07530000.000000,0.000577
07540000.000000,0.000577
07550000.000000,0.000577
07560000.000000,0.000577
07570000.000000,0.000577
07580000.000000,0.000577
07590000.000000,0.000577
07600000.000000,0.000577
07610000.000000,0.000577
07620000.000000,0.000577
07630000.000000,0.000577
07640000.000000,0.000577
07650000.000000,0.000577
07660000.000000,0.000577
07670000.000000,0.000577
07680000.000000,0.000577
07690000.000000,0.000577
07700000.000000,0.000577
07710000.000000,0.000577
07720000.000000,0.000577
07730000.000000,0.000577
07740000.000000,0.000577
07750000.000000,0.000577
07760000.000000,0.000577
07770000.000000,0.000577
07780000.000000,0.000577
07790000.000000,0.000577
07800000.000000,0.000577
07810000.000000,0.000577
07820000.000000,0.000577
07830000.000000,0.000577
07840000.000000,0.000577
07850000.000000,0.000577
07860000.000000,0.000577
07870000.000000,0.000577
07880000.000000,0.000577
07890000.000000,0.000577
07900000.000000,0.000577
07910000.000000,0.000577
07920000.000000,0.000577
07930000.000000,0.000577
07940000.000000,0.000577
07950000.000000,0.000577
07960000.000000,0.000577
07970000.000000,0.000577
07980000.000000,0.000577
07990000.000000,0.000577
08000000.000000,0.000577
08010000.000000,0.000577
08020000.000000,0.000577
08030000.000000,0.000577
08040000.000000,0.000577
08050000.000000,0.000577
08060000.000000,0.000577
08070000.000000,0.000577
08080000.000000,0.000577
08090000.000000,0.000577
08100000.000000,0.000577
08110000.000000,0.000577
08120000.000000,0.000577
08130000.000000,0.000577
08140000.000000,0.000577
08150000.000000,0.000577
08160000.000000,0.000577
08170000.000000,0.000577
08180000.000000,0.000577
08190000.000000,0.000577
08200000.000000,0.000577
08210000.000000,0.000577
08220000.000000,0.000577
08230000.000000,0.000577
08240000.000000,0.000577
08250000.000000,0.000577
08260000.000000,0.000577
08270000.000000,0.000577
08280000.000000,0.000577
08290000.000000,0.000577
08300000.000000,0.000577
08310000.000000,0.000577
08320000.000000,0.000577
08330000.000000,0.000577
08340000.000000,0.000577
08350000.000000,0.000577
08360000.000000,0.000577
08370000.000000,0.000577
08380000.000000,0.000577
08390000.000000,0.000577
08400000.000000,0.000577
08410000.000000,0.000577
08420000.000000,0.000577
08430000.000000,0.000577
08440000.000000,0.000577
08450000.000000,0.000577
08460000.000000,0.000577
08470000.000000,0.000577
08480000.000000,0.000577
08490000.000000,0.000577
08500000.000000,0.000577
08510000.000000,0.000577
08520000.000000,0.000577
08530000.000000,0.000577
08540000.000000,0.000577
08550000.000000,0.000577
08560000.000000,0.000577
08570000.000000,0.000577
08580000.000000,0.000577
08590000.000000,0.000577
08600000.000000,0.000577
08610000.000000,0.000577
08620000.000000,0.000577
08630000.000000,0.000577
08640000.000000,0.000577
08650000.000000,0.000577
08660000.000000,0.000577
08670000.000000,0.000577
08680000.000000,0.000577
08690000.000000,0.000577
08700000.000000,0.000577
08710000.000000,0.000577
08720000.000000,0.000577
08730000.000000,0.000577
08740000.000000,0.000577
08750000.000000,0.000577
08760000.000000,0.000577
08770000.000000,0.000577
08780000.000000,0.000577
08790000.000000,0.000577
08800000.000000,0.000577
08810000.000000,0.000577
08820000.000000,0.000577
08830000.000000,0.000577
08840000.000000,0.000577
08850000.000000,0.000577
08860000.000000,0.000577
08870000.000000,0.000577
08880000.000000,0.000577
08890000.000000,0.000577
08900000.000000,0.000577
08910000.000000,0.000577
08920000.000000,0.000577
08930000.000000,0.000577
08940000.000000,0.000577
08950000.000000,0.000577
08960000.000000,0.000577
08970000.000000,0.000577
08980000.000000,0.000577
08990000.000000,0.000577
09000000.000000,0.000577
09010000.000000,0.000577
09020000.000000,0.000577
09030000.000000,0.000577
09040000.000000,0.000577
09050000.000000,0.000577
09060000.000000,0.000577
09070000.000000,0.000577
09080000.000000,0.000577
09090000.000000,0.000577
09100000.000000,0.000577
09110000.000000,0.000577
09120000.000000,0.000577
09130000.000000,0.000577
09140000.000000,0.000577
09150000.000000,0.000577
09160000.000000,0.000577
09170000.000000,0.000577
09180000.000000,0.000577
09190000.000000,0.000577
09200000.000000,0.000577
09210000.000000,0.000577
09220000.000000,0.000577
09230000.000000,0.000577
09240000.000000,0.000577
09250000.000000,0.000577
09260000.000000,0.000577
09270000.000000,0.000577
09280000.000000,0.000577
09290000.000000,0.000577
09300000.000000,0.000577
09310000.000000,0.000577
09320000.000000,0.000577
09330000.000000,0.000577
09340000.000000,0.000577
09350000.000000,0.000577
09360000.000000,0.000577
09370000.000000,0.000577
09380000.000000,0.000577
09390000.000000,0.000577
09400000.000000,0.000577
09410000.000000,0.000577
09420000.000000,0.000577
09430000.000000,0.000577
09440000.000000,0.000577
09450000.000000,0.000577
09460000.000000,0.000577
09470000.000000,0.000577
09480000.000000,0.000577
09490000.000000,0.000577
09500000.000000,0.000577
09510000.000000,0.000577
09520000.000000,0.000577
09530000.000000,0.000577
09540000.000000,0.000577
09550000.000000,0.000577
09560000.000000,0.000577
09570000.000000,0.000577
09580000.000000,0.000577
09590000.000000,0.000577
09600000.000000,0.000577
09610000.000000,0.000577
09620000.000000,0.000577
09630000.000000,0.000577
09640000.000000,0.000577
09650000.000000,0.000577
09660000.000000,0.000577
09670000.000000,0.000577
09680000.000000,0.000577
09690000.000000,0.000577
09700000.000000,0.000577
09710000.000000,0.000577
09720000.000000,0.000577
09730000.000000,0.000577
09740000.000000,0.000577
09750000.000000,0.000577
09760000.000000,0.000577
09770000.000000,0.000577
09780000.000000,0.000577
09790000.000000,0.000577
09800000.000000,0.000577
09810000.000000,0.000577
09820000.000000,0.000577
09830000.000000,0.000577
09840000.000000,0.000577
09850000.000000,0.000577
09860000.000000,0.000577
09870000.000000,0.000577
09880000.000000,0.000577
09890000.000000,0.000577
09900000.000000,0.000577
09910000.000000,0.000577
09920000.000000,0.000577
09930000.000000,0.000577
09940000.000000,0.000577
09950000.000000,0.000577
09960000.000000,0.000577
09970000.000000,0.000577
09980000.000000,0.000577
09990000.000000,0.000577
10000000.000000,0.000577
10010000.000000,0.000577
10020000.000000,0.000577
10030000.000000,0.000577
10040000.000000,0.000577
10050000.000000,0.000577
10060000.000000,0.000577
10070000.000000,0.000577
10080000.000000,0.000577
10090000.000000,0.000577
10100000.000000,0.000577
10110000.000000,0.000577
10120000.000000,0.000577
10130000.000000,0.000577
10140000.000000,0.000577
10150000.000000,0.000577
10160000.000000,0.000577
10170000.000000,0.000577
10180000.000000,0.000577
10190000.000000,0.000577
10200000.000000,0.000577
10210000.000000,0.000577
10220000.000000,0.000577
10230000.000000,0.000577
10240000.000000,0.000577
10250000.000000,0.000577
10260000.000000,0.000577
10270000.000000,0.000577
10280000.000000,0.000577
10290000.000000,0.000577
10300000.000000,0.000577
10310000.000000,0.000577
10320000.000000,0.000577
10330000.000000,0.000577
10340000.000000,0.000577
10350000.000000,0.000577
10360000.000000,0.000577
10370000.000000,0.000577
10380000.000000,0.000577
10390000.000000,0.000577
10400000.000000,0.000577
10410000.000000,0.000577
10420000.000000,0.000577
10430000.000000,0.000577
10440000.000000,0.000577
10450000.000000,0.000577
10460000.000000,0.000577
10470000.000000,0.000577
10480000.000000,0.000577
10490000.000000,0.000577
10500000.000000,0.000577
10510000.000000,0.000577
10520000.000000,0.000577
10530000.000000,0.000577
10540000.000000,0.000577
10550000.000000,0.000577
10560000.000000,0.000577
10570000.000000,0.000577
10580000.000000,0.000577
10590000.000000,0.000577
10600000.000000,0.000577
10610000.000000,0.000577
10620000.000000,0.000577
10630000.000000,0.000577
10640000.000000,0.000577
10650000.000000,0.000577
10660000.000000,0.000577
10670000.000000,0.000577
10680000.000000,0.000577
10690000.000000,0.000577
10700000.000000,0.000577
10710000.000000,0.000577
10720000.000000,0.000577
10730000.000000,0.000577
10740000.000000,0.000577
10750000.000000,0.000577
10760000.000000,0.000577
10770000.000000,0.000577
10780000.000000,0.000577
10790000.000000,0.000577
10800000.000000,0.000577
10810000.000000,0.000577
10820000.000000,0.000577
10830000.000000,0.000577
10840000.000000,0.000577
10850000.000000,0.000577
10860000.000000,0.000577
10870000.000000,0.000577
10880000.000000,0.000577
10890000.000000,0.000577
10900000.000000,0.000577
10910000.000000,0.000577
10920000.000000,0.000577
10930000.000000,0.000577
10940000.000000,0.000577
10950000.000000,0.000577
10960000.000000,0.000577
10970000.000000,0.000577
10980000.000000,0.000577
10990000.000000,0.000577
11000000.000000,0.000577
11010000.000000,0.000577
11020000.000000,0.000577
11030000.000000,0.000577
11040000.000000,0.000577
11050000.000000,0.000577
11060000.000000,0.000577
11070000.000000,0.000577
11080000.000000,0.000577
11090000.000000,0.000577
11100000.000000,0.000577
11110000.000000,0.000577
11120000.000000,0.000577
11130000.000000,0.000577
11140000.000000,0.000577
11150000.000000,0.000577
11160000.000000,0.000577
11170000.000000,0.000577
11180000.000000,0.000577
11190000.000000,0.000577
11200000.000000,0.000577
11210000.000000,0.000577
11220000.000000,0.000577
11230000.000000,0.000577
11240000.000000,0.000577
11250000.000000,0.000577
11260000.000000,0.000577
11270000.000000,0.000577
11280000.000000,0.000577
11290000.000000,0.000577
11300000.000000,0.000577
11310000.000000,0.000577
11320000.000000,0.000577
11330000.000000,0.000577
11340000.000000,0.000577
11350000.000000,0.000577
11360000.000000,0.000577
11370000.000000,0.000577
11380000.000000,0.000577
11390000.000000,0.000577
11400000.000000,0.000577
11410000.000000,0.000577
11420000.000000,0.000577
11430000.000000,0.000577
11440000.000000,0.000577
11450000.000000,0.000577
11460000.000000,0.000577
11470000.000000,0.000577
11480000.000000,0.000577
11490000.000000,0.000577
11500000.000000,0.000577
11510000.000000,0.000577
11520000.000000,0.000577
11530000.000000,0.000577
11540000.000000,0.000577
11550000.000000,0.000577
11560000.000000,0.000577
11570000.000000,0.000577
11580000.000000,0.000577
11590000.000000,0.000577
11600000.000000,0.000577
